TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
MAPT4;6,82;;-33,51;-1,02;8,11;;;;-33,51;-89,97;0,00;;;-133,34;-8,11;0,00;-3,03;-24,19;3,03;-7,98;8,98;0,00;;;1.364,00;-6,72;-0,20;-3,84;16.823.853,55
MATD3;9,99;0,64;36,68;2,33;0,76;35,10;19,50;5,36;10,07;12,46;2,39;0,55;1,96;5,69;-0,99;2,40;6,36;2,08;10,62;0,33;0,66;0,39;;;3.237.651,41;4,28;0,27;-1,26;3.819.474.911,79
MBLY3;3,35;;-4,13;0,67;0,42;40,92;-14,05;-13,71;-4,03;-3,70;0,30;-0,05;0,57;1,07;-1,00;3,05;-16,25;-10,13;-12,52;0,62;0,38;0,74;;;2.807.232,69;5,00;-0,81;-2,86;354.611.380,32
MDIA3;41,45;0,48;27,34;2,07;1,25;28,61;6,13;4,79;21,36;23,72;2,39;0,23;1,31;5,97;-2,13;2,04;7,58;4,59;5,96;0,61;0,39;0,96;13,34;-9,45;58.797.660,72;20,02;1,52;-10,53;14.031.210.000,00
MDNE3;8,67;;6,50;0,61;0,25;31,86;11,46;12,87;7,30;6,15;-1,16;-0,10;0,84;1,01;-0,41;2,89;9,35;3,88;5,54;0,41;0,59;0,30;5,57;;3.283.542,62;14,27;1,33;0,24;737.862.468,75
MEAL3;2,33;;11,88;0,63;0,25;31,57;11,55;2,46;2,53;3,72;1,20;0,30;0,29;-7,21;-0,30;0,83;5,29;2,09;12,29;0,40;0,60;0,85;8,44;72,59;1.934.863,72;3,71;0,20;-0,06;664.377.309,60
MEGA3;10,66;;7.577,98;1,31;0,39;27,94;25,53;0,04;10,46;22,31;11,87;1,49;2,67;-19,19;-0,46;0,88;0,02;0,01;4,29;0,30;0,70;0,15;;;13.083.692,31;8,14;0,00;;6.625.853.115,84
MELK3;4,38;8,38;10,98;0,74;0,39;20,13;5,71;7,34;14,11;11,23;-2,85;-0,15;0,81;0,64;-2,22;3,86;6,70;3,55;2,50;0,53;0,43;0,48;17,62;2,91;748.486,66;5,96;0,40;-1,21;901.397.020,17
MERC3;15,11;;-58,45;1,08;0,94;78,18;-13,22;-9,12;-40,32;-31,55;;;5,33;39,79;-0,97;;-1,85;-1,61;;0,87;0,13;0,18;-29,95;;3.369,80;13,99;-0,26;0,41;212.933.011,40
MERC4;7,55;5,96;-29,20;0,54;0,47;78,18;-13,22;-9,12;-20,15;-31,55;;;2,66;19,88;-0,48;;-1,85;-1,61;;0,87;0,13;0,18;-29,95;;76.060,06;13,99;-0,26;0,21;212.933.011,40
MGEL3;19,13;;0,60;7,92;0,14;13,39;10,30;18,67;1,08;6,91;5,85;42,79;0,11;0,51;-0,26;2,22;1.325,65;22,67;-8,86;0,02;0,98;1,21;17,93;;;2,42;32,02;-0,02;108.366.104,47
MGEL4;18,52;;0,58;7,67;0,13;13,39;10,30;18,67;1,05;6,91;5,85;42,79;0,11;0,49;-0,25;2,22;1.325,65;22,67;-8,86;0,02;0,98;1,21;17,93;;30.910,04;2,42;32,02;-0,02;108.366.104,47
MGLU3;3,92;;-36,30;2,57;0,77;27,89;1,90;-1,94;37,08;44,23;7,06;0,49;0,70;4,90;-1,65;1,42;-7,08;-2,13;-0,54;0,30;0,70;1,10;25,49;;438.073.818,90;1,52;-0,11;0,07;26.523.282.512,64
MILS3;12,00;1,68;12,21;2,29;1,12;63,80;30,93;20,49;8,09;9,25;1,19;0,34;2,50;5,70;-1,74;2,22;18,79;9,17;15,54;0,49;0,51;0,45;30,26;;12.621.207,93;5,23;0,98;0,16;2.945.853.917,76
MLAS3;2,62;;-5,07;0,58;0,33;19,26;-5,67;-10,10;-9,04;-10,76;-1,69;0,11;0,51;0,61;-1,58;3,08;-11,42;-6,45;-5,66;0,57;0,43;0,64;;;8.811.466,00;4,52;-0,52;0,03;2.158.018.161,75
MMAQ3;0,00;;0,00;0,00;0,00;9,84;6,79;4,58;0,00;1,87;1,86;0,49;0,00;0,00;0,00;1,67;17,62;8,79;10,10;0,50;0,50;1,92;25,76;31,99;;5.448,96;959,91;0,00;1.115.195,25
MMAQ4;49,73;503,40;0,05;0,01;0,00;9,84;6,79;4,58;0,03;1,87;1,86;0,49;0,00;0,01;-0,03;1,67;17,62;8,79;10,10;0,50;0,50;1,92;25,76;31,99;;5.448,96;959,91;0,00;1.115.195,25
MMXM3;14,00;;-2,17;-0,11;0,71;;;;-181,31;-719,57;-538,27;;;-0,10;-0,75;0,01;-4,97;-32,75;0,28;-6,58;7,60;0,00;-6,95;;;-129,88;-6,46;0,03;90.834.562,00
MNDL3;56,49;;0,16;0,87;0,11;37,73;12,87;113,39;1,38;4,88;3,51;2,23;0,18;-0,84;-0,17;0,73;559,48;69,87;-32,95;0,12;0,88;0,62;11,73;;80.181,55;64,59;361,34;0,00;140.109.887,40
MNPR3;10,17;;3,36;-0,22;0,24;29,41;11,95;5,61;1,58;1,58;0,00;;0,19;-0,19;-0,53;0,31;-6,57;7,03;-13,57;-1,07;2,07;1,25;13,94;;40.873,45;-46,09;3,03;0,39;72.208.017,00
MOAR3;420,00;1,17;19,40;4,89;2,19;;;;15,84;16,04;0,20;0,06;;8,10;-3,84;2,70;25,19;11,29;15,34;0,45;0,55;0,00;;13,44;592.081,31;85,94;21,65;-0,41;5.145.512.820,00
MODL11;8,46;0,78;-27,27;1,66;0,27;50,83;-5,11;-5,48;-29,26;-29,26;;;1,50;;-0,30;;-6,10;-0,97;;0,16;0,84;0,18;;;3.256.574,36;5,09;-0,31;0,17;1.985.844.000,00
MODL3;2,75;2,39;-26,59;1,62;0,26;50,83;-5,11;-5,48;-28,53;-29,26;;;1,46;;-0,29;;-6,10;-0,97;;0,16;0,84;0,18;;;8.739.349,31;1,70;-0,10;0,17;1.985.844.000,00
MODL4;2,72;0,80;-26,30;1,60;0,26;50,83;-5,11;-5,48;-28,22;-29,26;;;1,44;;-0,29;;-6,10;-0,97;;0,16;0,84;0,18;;;31.974,18;1,70;-0,10;0,17;1.985.844.000,00
MOSI3;8,24;;32,29;1,56;1,46;89,47;6,23;14,75;76,45;36,94;-39,51;-0,81;4,76;1,91;-8,40;13,23;4,84;4,52;0,25;0,93;0,07;0,31;;;;5,27;0,26;;1.043.149.227,20
MOVI3;11,47;4,98;13,01;1,47;0,18;34,61;21,78;3,09;1,85;6,89;5,04;4,01;0,40;1,60;-0,25;1,70;11,28;1,41;12,20;0,12;0,88;0,46;31,22;36,88;46.241.218,97;7,81;0,88;-0,19;4.162.850.968,14
MPLU3;26,80;;12,20;17,37;2,68;95,29;66,35;56,37;10,37;7,73;-2,64;-4,42;6,88;50,65;-23,58;1,06;142,40;21,94;100,98;0,15;0,85;0,39;-17,46;8,96;;1,54;2,20;-0,39;4.348.208.156,40
MRFG3;7,18;23,22;1,38;1,00;0,04;12,17;5,05;2,44;0,67;6,88;6,21;9,32;0,03;0,46;-0,06;1,28;72,53;2,60;6,90;0,04;0,81;1,06;66,77;;74.394.707,83;7,15;5,19;-0,08;4.732.200.000,00
MRSA3B;26,00;2,25;9,61;1,56;0,62;39,52;33,45;16,03;4,61;6,05;1,76;0,60;1,54;-12,02;-0,71;0,71;16,25;6,43;15,50;0,40;0,60;0,40;9,87;14,80;2.550,00;16,65;2,70;0,36;8.233.330.748,00
MRSA5B;27,00;2,38;9,98;1,62;0,64;39,52;33,45;16,03;4,78;6,05;1,76;0,60;1,60;-12,48;-0,73;0,71;16,25;6,43;15,50;0,40;0,60;0,40;9,87;14,80;2.700,00;16,65;2,70;0,37;8.233.330.748,00
MRSA6B;22,00;2,92;8,13;1,32;0,52;39,52;33,45;16,03;3,90;6,05;1,76;0,60;1,30;-10,17;-0,60;0,71;16,25;6,43;15,50;0,40;0,60;0,40;9,87;14,80;4.400,00;16,65;2,70;0,30;8.233.330.748,00
MRVE3;11,55;3,43;-22,97;0,96;0,25;19,96;3,05;-3,66;27,53;60,86;33,37;1,16;0,84;1,25;-0,44;1,80;-4,16;-1,07;1,17;0,26;0,71;0,29;6,86;;108.896.811,41;12,09;-0,50;0,17;5.578.024.412,21
MSPA3;46,25;0,12;-59,39;0,36;0,21;34,62;0,85;-2,57;179,32;247,81;71,42;0,14;1,52;9,60;-0,23;1,42;-0,61;-0,35;-0,80;0,58;0,42;0,14;6,46;;;127,72;-0,78;0,72;291.394.491,25
MSPA4;40,00;0,15;-51,36;0,31;0,18;34,62;0,85;-2,57;155,08;247,81;71,42;0,14;1,32;8,30;-0,20;1,42;-0,61;-0,35;-0,80;0,58;0,42;0,14;6,46;;6.023,00;127,72;-0,78;0,62;291.394.491,25
MSRO3;702,50;;1.688,87;262,32;74,39;52,18;36,59;8,57;395,70;398,80;3,10;2,06;144,78;-484,86;-93,01;0,57;15,53;4,40;17,60;0,28;0,72;0,51;8,72;95,18;;2,68;0,42;84,62;18.271.898.550,00
MTIG3;0,00;;0,00;0,00;0,00;-16,12;-64,07;-113,09;0,00;-1,28;-1,17;;0,00;0,00;0,00;0,27;-725,28;-74,53;-104,33;-0,10;1,10;0,66;-17,44;;;-0,06;-0,46;0,00;3.700.608,00
MTIG4;23,00;;-49,52;-359,15;36,91;-16,12;-64,07;-113,09;-87,41;-1,28;-1,17;;56,00;-50,93;-50,15;0,27;-725,28;-74,53;-104,33;-0,10;1,10;0,66;-17,44;;6.887,40;-0,06;-0,46;-0,09;3.700.608,00
MTRE3;6,11;6,80;13,96;0,65;0,31;27,06;6,87;5,71;11,61;16,85;5,26;0,30;0,80;0,60;-1,59;2,75;4,68;2,21;2,39;0,47;0,52;0,39;69,15;;4.089.315,69;9,36;0,44;2,33;645.226.402,00
MTSA3;73,89;3,59;6,87;1,63;1,17;31,46;16,37;12,07;5,07;3,30;-0,60;-0,19;0,83;2,20;-5,52;3,06;23,65;16,98;19,70;0,72;0,28;1,41;27,16;48,38;15.000,00;45,47;10,75;0,12;499.386.761,70
MTSA4;41,10;7,09;3,82;0,90;0,65;31,46;16,37;12,07;2,82;3,30;-0,60;-0,19;0,46;1,22;-3,07;3,06;23,65;16,98;19,70;0,72;0,28;1,41;27,16;48,38;99.282,75;45,47;10,75;0,07;499.386.761,70
MULT3;26,99;3,13;20,15;2,41;1,47;90,73;69,54;43,54;12,61;14,06;1,44;0,28;8,77;37,72;-1,75;1,32;11,97;7,28;12,45;0,61;0,39;0,17;9,22;16,85;146.598.881,38;11,19;1,34;0,51;16.220.543.625,00
MWET3;13,28;;0,89;-3,26;0,10;15,94;2,02;10,39;4,57;15,63;11,64;;0,09;-5,17;-0,17;0,96;-366,33;11,02;-19,47;-0,03;1,04;1,06;19,24;36,34;2.656,00;-4,07;14,91;-0,01;23.817.954,72
MWET4;10,72;;0,72;-2,63;0,08;15,94;2,02;10,39;3,69;15,63;11,64;;0,07;-4,17;-0,13;0,96;-366,33;11,02;-19,47;-0,03;1,04;1,06;19,24;36,34;21.742,60;-4,07;14,91;-0,01;23.817.954,72
MYPK3;12,78;5,75;19,19;0,51;0,13;9,23;5,95;0,61;1,98;6,35;4,37;1,12;0,12;0,73;-0,28;1,48;2,65;0,66;7,56;0,25;0,73;1,08;17,75;74,09;26.723.079,72;25,14;0,67;-0,23;1.956.850.520,73
NAFG3;64,37;;11,80;2,76;1,15;41,15;16,49;9,34;6,68;5,06;1,17;0,48;1,10;3,20;-2,87;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;35,19;;23,30;5,46;-1,14;508.315.292,42
NAFG4;19,02;;3,49;0,82;0,34;41,15;16,49;9,34;1,97;5,06;1,17;0,48;0,33;0,94;-0,85;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;35,19;;23,30;5,46;-0,34;508.315.292,42
NEMO3;0,00;;0,00;0,00;0,00;50,63;45,03;9,98;0,00;2,40;2,40;5,14;0,00;0,00;0,00;2,48;47,41;3,78;20,14;0,08;0,72;0,38;36,49;54,39;;31,26;14,82;0,00;0,00
NEMO5;52,97;;3,57;1,69;0,14;50,63;45,03;9,98;0,79;2,40;2,40;5,14;0,36;0,81;-0,19;2,48;47,41;3,78;20,14;0,08;0,72;0,38;36,49;54,39;;31,26;14,82;-0,27;0,00
NEMO6;0,00;;0,00;0,00;0,00;50,63;45,03;9,98;0,00;2,40;2,40;5,14;0,00;0,00;0,00;2,48;47,41;3,78;20,14;0,08;0,72;0,38;36,49;54,39;;31,26;14,82;0,00;0,00
NEOE3;17,48;5,58;4,49;0,76;0,22;29,33;21,98;10,69;2,19;5,97;3,78;1,31;0,48;5,87;-0,31;1,16;16,86;5,00;12,64;0,30;0,70;0,47;15,85;63,34;23.451.954,59;23,07;3,89;0,31;21.253.589.812,48
NEXP3;5,10;;-0,09;-0,13;0,10;54,07;-104,19;-118,66;-0,10;-0,46;-0,36;;0,11;-0,31;-0,16;0,51;-141,98;-115,79;255,88;-0,82;1,81;0,98;6,18;;63.044,90;-40,24;-57,14;0,00;13.543.401,90
NGRD3;1,69;0,88;29,29;0,87;0,58;63,74;-1,66;5,09;-89,51;-49,73;39,26;-0,38;1,49;2,11;-1,06;2,52;2,99;1,97;-2,58;0,66;0,34;0,39;10,18;12,05;1.024.324,48;1,93;0,06;2,30;400.952.714,40
NINJ3;3,28;;-11,68;0,60;0,56;90,12;-79,41;-24,98;-3,67;2,32;5,96;-0,97;2,92;0,63;-10,49;14,73;-5,13;-4,78;-16,24;0,93;0,07;0,19;;;619.855,45;5,47;-0,28;0,18;165.090.305,25
NORD3;6,91;;-5,87;-0,29;2,51;91,67;259,23;-438,85;9,94;18,18;8,24;;25,76;-0,29;-2,68;0,01;-5,00;-42,70;-3,90;-8,54;9,54;0,10;23,27;;12.686,90;-23,54;-1,18;5,38;45.754.468,26
NRTQ3;0,00;;0,00;0,00;0,00;25,93;16,29;17,00;0,00;0,21;0,21;0,04;0,00;0,00;0,00;3,69;18,68;13,26;14,33;0,71;0,29;0,78;9,53;25,07;;18,96;3,54;0,00;0,00
NTCO3;15,96;;-7,69;1,00;0,42;64,13;-0,84;-8,10;-74,37;-106,23;-31,81;0,43;0,62;6,76;-0,60;1,25;-13,04;-5,39;-1,18;0,41;0,59;0,67;29,83;;227.584.418,69;15,91;-2,07;0,01;22.088.946.542,90
NUTR3;5,07;;9,87;2,13;0,70;16,43;8,86;4,04;4,50;5,03;0,53;0,25;0,40;1,70;-2,07;2,60;21,54;7,05;28,81;0,33;0,67;1,74;36,34;;67.073,14;2,39;0,51;-0,66;67.149.108,00
ODER4;100,00;1,71;10,59;2,41;1,26;29,72;17,01;13,02;8,11;9,31;1,20;0,36;1,38;2,74;-4,52;2,77;22,75;11,92;17,73;0,52;0,48;0,92;18,87;44,10;9.450,50;41,50;9,44;-0,87;1.128.710.600,00
ODPV3;11,92;2,95;15,30;5,39;3,22;52,99;27,38;21,83;12,20;11,71;-0,46;-0,20;3,34;-17,88;-3,85;0,48;35,25;21,01;29,18;0,60;0,40;0,96;5,77;-3,06;27.116.921,21;2,21;0,78;19,07;6.569.173.433,07
OFSA3;25,09;2,53;12,17;1,84;1,03;50,23;14,73;11,06;9,13;10,33;1,19;0,24;1,35;2,36;-2,69;3,43;15,15;8,48;12,12;0,56;0,44;0,77;15,56;23,90;277.543,52;13,61;2,06;-1,59;1.353.580.560,54
OGXP3;1,63;;-2,15;-0,98;0,92;;;;-9,26;-9,26;0,00;;;-0,98;;0,51;-45,53;-43,02;10,57;-0,94;1,94;0,00;;;;-1,67;-0,76;0,02;52.747.073,84
OIBR3;1,04;;-0,04;-0,03;0,02;-1,89;-174,20;-183,77;-0,04;-1,08;-1,05;;0,07;-1,08;-0,03;0,94;-88,20;-65,06;-4.570,95;-0,74;1,74;0,35;-15,11;;8.104.145,10;-33,08;-29,18;0,00;707.851.344,96
OIBR4;2,38;;-0,08;-0,07;0,05;-1,89;-174,20;-183,77;-0,09;-1,08;-1,05;;0,15;-2,48;-0,08;0,94;-88,20;-65,06;-4.570,95;-0,74;1,74;0,35;-15,11;;121.038,48;-33,08;-29,18;0,00;707.851.344,96
OMGE3;27,57;;71,44;1,33;0,44;27,32;26,77;3,15;8,41;15,78;7,37;1,16;2,25;13,56;-0,53;1,25;1,86;0,62;6,37;0,33;0,66;0,20;34,84;-5,09;;20,80;0,39;-0,95;5.521.562.588,85
ONCO3;10,57;;57,21;2,59;0,63;36,10;13,27;2,00;8,62;13,74;5,07;1,52;1,14;4,55;-0,95;1,71;4,52;1,11;9,33;0,24;0,69;0,55;;;19.925.242,97;4,09;0,18;-0,24;5.266.160.152,96
OPCT3;4,10;;-9,18;1,10;0,36;18,05;5,66;-7,14;11,56;25,93;14,45;1,37;0,65;-4,85;-0,48;0,77;-11,96;-3,95;2,07;0,33;0,67;0,55;47,73;;2.079.566,69;3,73;-0,45;-0,02;813.835.384,78
ORVR3;37,36;;-21,28;5,76;1,52;27,40;11,98;-20,34;36,14;46,53;10,50;1,67;4,33;12,51;-2,04;1,89;-27,06;-7,12;2,26;0,26;0,72;0,35;22,01;;18.788.955,45;6,49;-1,76;-0,07;3.089.920.615,25
OSXB3;5,10;;-0,06;0,00;0,01;90,72;1.575,74;-804,28;0,03;9,78;9,76;;0,45;-0,02;-0,01;0,03;-4,96;-10,56;-130,84;-2,13;3,13;0,01;26,98;;129.201,07;-1.849,08;-91,67;0,00;15.897.591,90
PARD3;20,25;1,86;36,76;5,30;2,10;26,45;13,31;6,98;19,27;19,93;0,66;0,18;2,57;-54,06;-3,28;0,90;14,42;5,70;14,80;0,40;0,60;0,82;13,44;2,56;7.882.065,83;3,82;0,55;-1,04;5.403.493.010,25
PATI3;43,79;1,10;14,21;1,24;0,57;9,09;4,92;3,38;9,76;9,11;-0,58;-0,07;0,48;1,08;-3,19;2,79;8,73;4,00;5,36;0,46;0,54;1,18;23,42;33,66;6.289,50;35,31;3,08;-0,23;1.040.011.460,57
PATI4;36,00;5,85;11,68;1,02;0,47;9,09;4,92;3,38;8,02;9,11;-0,58;-0,07;0,39;0,89;-2,62;2,79;8,73;4,00;5,36;0,46;0,54;1,18;23,42;33,66;14.936,33;35,31;3,08;-0,19;1.040.011.460,57
PCAR3;17,39;;-2,58;0,41;0,11;23,75;-7,20;-15,48;-5,55;-9,14;-3,60;0,27;0,40;0,42;-0,30;1,67;-15,90;-4,19;-6,82;0,26;0,69;0,27;-17,25;;39.512.779,76;42,36;-6,73;0,01;4.692.315.628,53
PCAR4;72,11;;-10,71;1,70;0,45;23,75;-7,20;-15,48;-23,03;-9,14;-3,60;0,27;1,66;1,73;-1,26;1,67;-15,90;-4,19;-6,82;0,26;0,69;0,27;-17,25;;;42,36;-6,73;0,06;4.692.315.628,53
PDGR3;6,30;;-0,06;0,00;0,02;27,32;-0,36;-283,95;-47,65;-2.963,75;-2.915,87;;0,17;-0,01;-0,09;0,25;-6,64;-29,49;0,21;-4,44;5,50;0,10;-23,60;;1.411.752,28;-1.559,67;-103,60;0,00;20.394.399,12
PDTC3;2,94;;15,47;1,69;0,49;33,51;7,78;4,01;7,97;10,53;2,48;0,53;0,62;1,41;-1,69;1,94;10,91;3,14;11,18;0,29;0,71;0,78;276,10;-4,57;98.241,00;1,74;0,19;0,26;232.995.843,63
PEAB3;31,60;1,51;28,23;0,59;0,47;77,64;37,85;31,62;23,59;23,83;-8,82;-0,22;8,93;1,39;-0,73;17,55;2,09;1,66;1,90;0,79;0,21;0,05;-34,50;-17,21;9.399,21;53,48;1,12;-0,49;562.135.411,11
PEAB4;55,89;0,94;49,93;1,05;0,83;77,64;37,85;31,62;41,72;23,83;-8,82;-0,22;15,79;2,46;-1,29;17,55;2,09;1,66;1,90;0,79;0,21;0,05;-34,50;-17,21;16.023,50;53,48;1,12;-0,87;562.135.411,11
PETR3;34,02;43,50;2,44;1,10;0,45;52,08;45,26;28,48;1,54;2,17;0,71;0,51;0,69;15,44;-0,54;1,22;45,25;18,59;30,84;0,41;0,59;0,65;17,72;;416.783.575,97;30,82;13,95;0,11;422.584.508.229,98
PETR4;30,64;48,30;2,20;0,99;0,41;52,08;45,26;28,48;1,38;2,17;0,71;0,51;0,63;13,90;-0,49;1,22;45,25;18,59;30,84;0,41;0,59;0,65;17,72;;1.682.508.002,69;30,82;13,95;0,10;422.584.508.229,98
PETZ3;7,51;0,54;69,17;1,88;0,93;47,51;4,73;1,69;24,74;24,50;-0,34;-0,03;1,17;6,51;-1,36;1,82;2,71;1,34;5,79;0,49;0,51;0,79;36,54;34,45;79.093.148,38;4,00;0,11;-2,47;3.487.033.315,48
PFRM3;4,11;4,22;6,20;0,43;0,11;14,81;3,16;1,02;1,99;4,05;2,06;0,44;0,06;0,54;-0,37;1,38;6,93;1,71;11,32;0,25;0,69;1,69;13,77;;543.997,24;9,57;0,66;0,20;507.632.369,30
PGMN3;3,72;5,00;-19,86;0,76;0,20;31,95;6,05;-0,88;2,90;5,21;2,31;0,60;0,18;1,49;-0,39;1,42;-3,81;-1,03;13,35;0,27;0,73;1,17;9,03;;3.501.738,55;4,91;-0,19;0,12;1.725.447.916,20
PINE3;0,00;;0,00;0,00;0,00;10,07;5,16;4,53;0,00;3,06;;;0,00;0,00;0,00;0,01;8,02;0,40;;0,05;0,93;0,09;8,44;;;4,83;0,39;0,00;251.472.389,44
PINE4;2,84;2,17;7,32;0,59;0,03;10,07;5,16;4,53;6,44;3,06;;;0,33;-0,07;-0,03;0,01;8,02;0,40;;0,05;0,93;0,09;8,44;;1.277.353,34;4,83;0,39;0,05;251.472.389,44
PLAS3;9,00;;-0,95;-0,25;0,16;13,52;-0,33;-13,45;-38,64;-141,58;-102,94;;0,13;-0,28;-0,23;0,35;-26,30;-16,75;3,15;-0,64;1,64;1,25;16,19;;3.138,31;-36,21;-9,52;0,12;111.828.762,00
PLPL3;8,39;1,91;11,24;3,80;1,02;30,84;11,60;9,73;9,43;10,70;1,25;0,50;1,09;1,69;-9,96;3,06;33,75;9,07;15,42;0,27;0,73;0,93;;;6.021.143,45;2,21;0,75;0,27;1.715.750.400,00
PMAM3;4,71;;-0,07;-0,07;0,09;-34,13;-86,38;-186,50;-0,14;-2,54;-2,39;;0,13;-0,07;-0,15;0,20;-101,77;-141,11;-355,75;-1,39;2,39;0,76;-10,58;;148.001,21;-69,04;-70,26;0,00;204.432.128,79
PNVL3;12,52;1,77;22,43;1,67;0,67;31,12;3,62;2,04;12,64;18,16;5,44;0,72;0,46;3,38;-1,58;1,52;7,45;2,98;6,74;0,40;0,60;1,46;12,06;7,02;4.662.032,52;7,49;0,56;4,26;1.894.756.260,60
PNVL4;18,62;;33,35;2,48;0,99;31,12;3,62;2,04;18,79;18,16;5,44;0,72;0,68;5,03;-2,35;1,52;7,45;2,98;6,74;0,40;0,60;1,46;12,06;7,02;;7,49;0,56;6,33;1.894.756.260,60
POMO3;3,93;5,95;6,31;1,19;0,51;18,13;8,17;9,65;7,45;10,69;1,92;0,31;0,61;1,78;-1,22;1,98;18,83;8,11;8,71;0,43;0,56;0,84;13,49;52,22;801.396,38;3,31;0,62;0,27;4.379.173.636,24
POMO4;4,97;4,71;7,98;1,50;0,65;18,13;8,17;9,65;9,43;10,69;1,92;0,31;0,77;2,26;-1,54;1,98;18,83;8,11;8,71;0,43;0,56;0,84;13,49;52,22;51.521.385,03;3,31;0,62;0,35;4.379.173.636,24
PORT3;11,73;4,00;19,07;2,29;0,90;44,72;25,82;11,70;8,64;12,70;4,02;1,07;2,23;-39,71;-1,05;0,87;12,02;4,72;8,62;0,39;0,61;0,40;7,48;3,27;4.503.339,34;5,11;0,62;-1,06;5.187.469.131,00
POSI3;7,68;6,69;3,85;0,78;0,28;24,96;12,54;6,06;1,86;3,43;1,58;0,66;0,23;0,73;-1,27;1,94;20,34;7,17;19,96;0,35;0,64;1,18;21,15;;27.624.522,69;9,80;1,99;0,06;1.083.352.000,00
POWE3;10,90;;23,92;0,99;0,38;6,82;3,52;2,59;17,55;10,60;-6,96;-0,39;0,62;6,57;-0,74;1,13;4,13;1,58;3,81;0,38;0,62;0,61;;;;11,02;0,46;-1,77;977.237.930,40
PPAR3;14,60;85,96;0,66;0,05;0,04;;;;0,76;-1,49;-2,25;-0,15;;0,39;-0,04;6,61;7,80;5,67;6,62;0,73;0,27;0,00;;43,04;;282,77;22,05;0,00;2.160.800,00
PPLA11;3,87;;5.446,38;1.210,31;20,21;;;;5.446,38;5.446,38;;;;-20,55;-20,21;0,00;22,22;0,37;;0,02;0,98;0,00;;;1.151,04;0,00;0,00;-52,04;10.892.757,42
PRIO3;33,41;;8,42;2,79;1,16;65,66;58,64;46,02;6,61;8,82;2,23;0,94;3,88;41,95;-1,36;1,22;33,12;13,74;18,88;0,41;0,59;0,30;64,15;133,37;448.456.722,66;11,98;3,97;0,20;29.553.602.886,57
PRNR3;9,24;2,80;16,26;1,62;0,47;24,06;12,75;2,39;3,05;3,62;0,57;0,30;0,39;2,19;-1,16;1,57;9,99;2,90;19,46;0,29;0,70;1,21;28,03;;2.383.084,31;5,69;0,57;1,93;359.512.294,68
PSSA3;27,10;2,62;13,56;1,61;0,34;100,00;3,50;4,41;17,05;11,83;-5,23;-0,49;0,60;7,01;-0,98;1,08;11,88;2,52;4,29;0,21;0,79;0,57;10,41;3,26;75.820.633,41;16,82;2,00;-1,46;17.528.948.086,60
PTBL3;7,51;6,90;10,55;2,31;0,38;41,65;10,93;4,65;4,49;7,57;3,12;1,60;0,49;7,46;-0,71;1,13;21,89;3,65;12,97;0,17;0,83;0,78;16,49;9,37;8.942.669,07;3,25;0,71;-0,20;1.051.762.169,56
PTCA11;0,00;;0,00;0,00;0,00;46,09;12,21;7,93;0,00;1,29;1,29;0,51;0,00;0,00;0,00;1,63;25,42;9,29;16,44;0,37;0,63;1,17;21,08;22,70;;22,17;5,63;0,00;0,00
PTCA3;0,00;;0,00;0,00;0,00;46,09;12,21;7,93;0,00;1,29;1,29;0,51;0,00;0,00;0,00;1,63;25,42;9,29;16,44;0,37;0,63;1,17;21,08;22,70;;22,17;5,63;0,00;0,00
PTNT3;8,59;3,71;8,98;1,12;0,48;16,97;9,45;5,31;5,04;6,13;1,79;0,40;0,48;2,28;-1,00;1,68;12,43;5,35;9,58;0,43;0,49;1,01;11,78;13,24;19.646,50;7,70;0,96;-0,22;355.386.412,36
PTNT4;6,80;4,69;7,11;0,88;0,38;16,97;9,45;5,31;3,99;6,13;1,79;0,40;0,38;1,80;-0,79;1,68;12,43;5,35;9,58;0,43;0,49;1,01;11,78;13,24;36.840,52;7,70;0,96;-0,17;355.386.412,36
QGEP3;14,54;1,03;6,44;0,93;0,49;48,74;35,69;30,13;5,44;5,42;-0,02;0,00;1,94;4,11;-0,70;1,65;14,37;7,59;7,65;0,53;0,47;0,25;34,10;10,92;;15,71;2,26;-0,09;3.864.832.398,70
QUAL3;5,06;1,56;40,54;1,05;0,31;77,25;15,71;1,86;4,80;9,70;4,89;1,07;0,75;2,48;-0,44;1,77;2,60;0,77;7,71;0,30;0,70;0,41;-1,22;-37,47;21.961.821,52;4,80;0,12;-0,46;1.439.952.627,75
QUSW3;0,00;;0,00;0,00;0,00;91,21;54,43;24,91;0,00;1,33;1,33;0,70;0,00;0,00;0,00;1,58;24,18;7,76;23,67;0,32;0,68;0,31;-6,67;;;83,50;20,19;0,00;0,00
